dataset,rating_group,topic,annotator,rating
covid,crowdwork_ratings,34,11,2
covid,crowdwork_ratings,34,12,2
covid,crowdwork_ratings,34,13,2
covid,crowdwork_ratings,34,14,2
covid,mturk_ratings_data,34,0,3
covid,mturk_ratings_data,34,1,2
covid,mturk_ratings_data,34,2,1
covid,mturk_ratings_data,34,3,1
covid,mturk_ratings_data,34,4,3
covid,mturk_ratings_data,34,5,2
covid,mturk_ratings_data,34,6,2
covid,mturk_ratings_data,34,7,2
covid,mturk_ratings_data,34,8,3
covid,mturk_ratings_data,34,9,2
covid,mturk_ratings_data,34,10,2
covid,mturk_ratings_data,34,11,1
covid,mturk_ratings_data,34,12,3
covid,mturk_ratings_data,34,13,2
covid,mturk_ratings_data,34,14,2
covid,mturk_ratings_data,34,15,2
covid,crowdwork_ratings,35,0,1
covid,crowdwork_ratings,35,1,2
covid,crowdwork_ratings,35,2,3
covid,crowdwork_ratings,35,3,3
covid,crowdwork_ratings,35,4,3
covid,crowdwork_ratings,35,5,2
covid,crowdwork_ratings,35,6,3
covid,crowdwork_ratings,35,7,3
covid,crowdwork_ratings,35,8,3
covid,crowdwork_ratings,35,9,2
covid,crowdwork_ratings,35,10,3
covid,crowdwork_ratings,35,11,3
covid,crowdwork_ratings,35,12,2
covid,crowdwork_ratings,35,13,3
covid,crowdwork_ratings,35,14,3
covid,mturk_ratings_data,35,0,2
covid,mturk_ratings_data,35,1,2
covid,mturk_ratings_data,35,2,3
covid,mturk_ratings_data,35,3,3
covid,mturk_ratings_data,35,4,2
covid,mturk_ratings_data,35,5,3
covid,mturk_ratings_data,35,6,3
covid,mturk_ratings_data,35,7,3
covid,mturk_ratings_data,35,8,1
covid,mturk_ratings_data,35,9,2
covid,mturk_ratings_data,35,10,3
covid,mturk_ratings_data,35,11,3
covid,mturk_ratings_data,35,12,1
covid,mturk_ratings_data,35,13,2
covid,mturk_ratings_data,35,14,3
covid,mturk_ratings_data,35,15,2
covid,crowdwork_ratings,36,0,3
covid,crowdwork_ratings,36,1,2
covid,crowdwork_ratings,36,2,2
covid,crowdwork_ratings,36,3,3
covid,crowdwork_ratings,36,4,2
covid,crowdwork_ratings,36,5,3
covid,crowdwork_ratings,36,6,2
covid,crowdwork_ratings,36,7,3
covid,crowdwork_ratings,36,8,3
covid,crowdwork_ratings,36,9,3
covid,crowdwork_ratings,36,10,3
covid,crowdwork_ratings,36,11,1
covid,crowdwork_ratings,36,12,3
covid,crowdwork_ratings,36,13,3
covid,crowdwork_ratings,36,14,3
covid,mturk_ratings_data,36,0,2
covid,mturk_ratings_data,36,1,2
covid,mturk_ratings_data,36,2,2
covid,mturk_ratings_data,36,3,3
covid,mturk_ratings_data,36,4,2
covid,mturk_ratings_data,36,5,2
covid,mturk_ratings_data,36,6,3
covid,mturk_ratings_data,36,7,3
covid,mturk_ratings_data,36,8,2
covid,mturk_ratings_data,36,9,3
covid,mturk_ratings_data,36,10,3
covid,mturk_ratings_data,36,11,2
covid,mturk_ratings_data,36,12,2
covid,mturk_ratings_data,36,13,2
covid,mturk_ratings_data,36,14,3
covid,mturk_ratings_data,36,15,3
covid,crowdwork_ratings,37,0,3
covid,crowdwork_ratings,37,1,3
covid,crowdwork_ratings,37,2,2
covid,crowdwork_ratings,37,3,3
covid,crowdwork_ratings,37,4,3
covid,crowdwork_ratings,37,5,3
covid,crowdwork_ratings,37,6,3
covid,crowdwork_ratings,37,7,3
covid,crowdwork_ratings,37,8,3
covid,crowdwork_ratings,37,9,3
covid,crowdwork_ratings,37,10,3
covid,crowdwork_ratings,37,11,3
covid,crowdwork_ratings,37,12,3
covid,crowdwork_ratings,37,13,3
covid,crowdwork_ratings,37,14,3
covid,mturk_ratings_data,37,0,3
covid,mturk_ratings_data,37,1,2
covid,mturk_ratings_data,37,2,2
covid,mturk_ratings_data,37,3,3
covid,mturk_ratings_data,37,4,3
covid,mturk_ratings_data,37,5,3
covid,mturk_ratings_data,37,6,2
covid,mturk_ratings_data,37,7,2
covid,mturk_ratings_data,37,8,3
covid,mturk_ratings_data,37,9,3
covid,mturk_ratings_data,37,10,1
covid,mturk_ratings_data,37,11,2
covid,mturk_ratings_data,37,12,3
covid,mturk_ratings_data,37,13,3
covid,mturk_ratings_data,37,14,2
covid,mturk_ratings_data,37,15,2
covid,mturk_ratings_data,37,16,3
covid,crowdwork_ratings,38,0,1
covid,crowdwork_ratings,38,1,2
covid,crowdwork_ratings,38,2,2
covid,crowdwork_ratings,38,3,2
covid,crowdwork_ratings,38,4,3
covid,crowdwork_ratings,38,5,2
covid,crowdwork_ratings,38,6,2
covid,crowdwork_ratings,38,7,3
covid,crowdwork_ratings,38,8,3
covid,crowdwork_ratings,38,9,1
covid,crowdwork_ratings,38,10,3
covid,crowdwork_ratings,38,11,2
covid,crowdwork_ratings,38,12,2
covid,crowdwork_ratings,38,13,2
covid,crowdwork_ratings,38,14,3
covid,mturk_ratings_data,38,0,2
covid,mturk_ratings_data,38,1,3
covid,mturk_ratings_data,38,2,2
covid,mturk_ratings_data,38,3,2
covid,mturk_ratings_data,38,4,1
covid,mturk_ratings_data,38,5,3
covid,mturk_ratings_data,38,6,3
covid,mturk_ratings_data,38,7,2
covid,mturk_ratings_data,38,8,2
covid,mturk_ratings_data,38,9,2
covid,mturk_ratings_data,38,10,3
covid,mturk_ratings_data,38,11,3
covid,mturk_ratings_data,38,12,2
covid,mturk_ratings_data,38,13,2
covid,mturk_ratings_data,38,14,2
covid,mturk_ratings_data,38,15,3
covid,mturk_ratings_data,38,16,3
covid,crowdwork_ratings,39,0,2
covid,crowdwork_ratings,39,1,2
covid,crowdwork_ratings,39,2,2
covid,crowdwork_ratings,39,3,3
covid,crowdwork_ratings,39,4,3
covid,crowdwork_ratings,39,5,2
covid,crowdwork_ratings,39,6,3
covid,crowdwork_ratings,39,7,3
covid,crowdwork_ratings,39,8,3
covid,crowdwork_ratings,39,9,3
covid,crowdwork_ratings,39,10,3
covid,crowdwork_ratings,39,11,2
covid,crowdwork_ratings,39,12,2
covid,crowdwork_ratings,39,13,3
covid,crowdwork_ratings,39,14,3
covid,mturk_ratings_data,39,0,2
covid,mturk_ratings_data,39,1,2
covid,mturk_ratings_data,39,2,3
covid,mturk_ratings_data,39,3,3
covid,mturk_ratings_data,39,4,1
covid,mturk_ratings_data,39,5,2
covid,mturk_ratings_data,39,6,3
covid,mturk_ratings_data,39,7,3
covid,mturk_ratings_data,39,8,1
covid,mturk_ratings_data,39,9,2
covid,mturk_ratings_data,39,10,3
covid,mturk_ratings_data,39,11,2
covid,mturk_ratings_data,39,12,2
covid,mturk_ratings_data,39,13,3
covid,mturk_ratings_data,39,14,3
covid,mturk_ratings_data,39,15,3
